climbRate	Sgz	p	q	curPitch	curRoll	absRoll	diffClb	diffRollRate	diffDiffClb	SeTime1	SeTime2	SeTime3	SeTime4	SeTime5	SeTime6	SeTime7	SeTime8	SeTime9	SeTime10	SeTime11	SeTime12	SeTime13	SeTime14	diffSeTime1	diffSeTime2	diffSeTime3	diffSeTime4	diffSeTime5	diffSeTime6	diffSeTime7	diffSeTime8	diffSeTime9	diffSeTime10	diffSeTime11	diffSeTime12	diffSeTime13	diffSeTime14	alpha	Se	Goal	GoalDisc
-392	18	-0.22	0.13	0.93	0.6	-10	-12	-0.013	0.2	0.02	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0009	<avg
-492	10	-0.33	0.14	1.02	0.3	-11	-11	-0.011	-0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.02	0.02	0.021	0.021	0.021	0	0	0	0	0	0	0	0	-0.002	0	-0.002	0	0	0	0.6	0.021	-0.0007	>avg
-1	-35	0.29	-0.02	0.51	-0.8	-12	7	0.008	-0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0009	<avg
186	-28	0.2	0.02	0.35	0.5	-11	3	-0.009	-0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0012	<avg
228	-19	-0.16	0.04	0.33	0.6	-10	-2	-0.024	0.1	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0008	>avg
205	-12	-0.52	0.1	0.37	-0.2	-11	-6	-0.008	-0.8	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.6	0.02	-0.0006	>avg
25	-7	-0.19	0.1	0.53	-1.5	-12	-5	0.017	-0.2	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.001	<avg
-15	-8	-0.12	0.04	0.54	-1.6	-12	3	-0.009	0.1	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0004	>avg
124	-6	0.24	0.01	0.4	-1.8	-13	6	0.027	-0.1	0.02	0.02	0.02	0.019	0.019	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0.001	0	0.001	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
51	0	0.65	0.24	0.57	-0.8	-12	-22	0.002	-0.5	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0008	>avg
-220	-3	0.66	0.23	0.81	0.3	-11	-21	-0.004	-0.3	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.02	0.02	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	-0.003	0	-0.003	0	0	0	0	0	0.6	0.022	-0.0011	<avg
-381	-8	0.58	-0.18	0.86	0.9	-10	-2	-0.01	6.4	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0012	<avg
-329	-12	0.51	0.08	0.81	1.2	-10	8	-0.017	-2.1	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0015	<avg
-341	-20	0.05	0.07	0.85	1.7	-9	-3	-0.037	-0.5	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0013	<avg
-375	-25	-0.31	0.08	0.89	1.6	-9	-6	-0.046	-0.2	0.017	0.017	0.017	0.017	0.017	0.018	0.018	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	-0.002	0	-0.002	0	0	0	0	0	0	0	0.6	0.02	-0.0006	>avg
-415	-32	-0.7	-0.13	0.9	1.1	-10	0	-0.029	2.5	0.018	0.018	0.018	0.018	0.018	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0.001	0	-0.001	0	0	0	0	0	0	0	0.5	0.017	-0.0004	>avg
-8	-46	-0.14	-0.23	0.44	-1.1	-12	23	0.024	2.7	0.017	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.002	0	0	0	0	0	-0.001	0	0	0	0	0	0	0	0.4	0.015	-0.0005	>avg
187	-45	0.05	-0.14	0.28	-1.1	-12	21	0.025	-0.8	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.017	0.017	0.015	0.015	0.015	0.015	0.015	0	0	0	0	0	0	0.002	0	0.002	0	0	0	0	0	0.5	0.015	-0.0007	>avg
202	-32	0.42	0.15	0.4	-0.4	-11	-14	0.004	0.3	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0008	>avg
-28	-30	0.43	0.18	0.61	0.5	-10	-15	-0.006	-0.5	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	-0.003	0	0	0	0	0	0.6	0.021	-0.001	<avg
-147	-33	0.27	0.11	0.69	1.3	-10	-7	-0.021	-0.9	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0009	<avg
-184	-45	-0.26	-0.18	0.64	1.2	-10	11	-0.012	3.2	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.001	<avg
98	-46	-0.46	-0.08	0.39	0.5	-11	13	-0.012	-0.3	0.02	0.019	0.019	0.018	0.018	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.001	0	0.001	0	0.001	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0009	<avg
251	-41	-0.59	0.16	0.33	-0.5	-11	-5	-0.002	-3.3	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.019	-0.0006	>avg
-172	-34	0.06	-0.05	0.66	-2.3	-13	6	0.019	3.3	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0007	>avg
20	-41	0.49	-0.01	0.49	-0.8	-12	6	0.004	0.1	0.019	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0008	>avg
103	-39	0.5	0.12	0.45	0.2	-11	-3	-0.008	-1.8	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.001	<avg
-14	-36	0.14	0.09	0.56	1.2	-10	-7	-0.02	-0.3	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0006	>avg
-82	-37	-0.09	0.09	0.63	1.3	-10	-7	-0.019	-0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.017	0.017	0.017	0.017	0.02	0.02	0.02	0	0	0	0	-0.002	0	0.001	0	0	0	-0.003	0	-0.001	0	0.6	0.02	-0.0012	<avg
-68	-40	-0.36	0.09	0.62	0.8	-10	-9	-0.024	0.6	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0009	<avg
-176	-43	-0.67	0.02	0.71	-0.2	-11	-7	-0.014	0.7	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.018	0.018	0.019	0.019	0.019	0	0	0	0	0	0	0	0	-0.002	0	-0.001	0	-0.001	0	0.6	0.019	-0.0005	>avg
-91	-46	-0.68	-0.02	0.58	-1.1	-12	11	0.003	-0.6	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.019	0.019	0.019	0.019	0.018	0.018	0.017	0	0	0	0	-0.001	0	-0.002	0	-0.001	0	0.001	0	0.001	0	0.5	0.017	-0.0004	>avg
-45	-47	-0.49	-0.1	0.55	-1.7	-13	4	0.025	2.3	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	-0.001	0	-0.001	0	0	0	-0.001	0	-0.001	0	0	0	0	0	0.5	0.017	-0.0003	>avg
70	-47	-0.23	-0.03	0.43	-2.1	-13	11	0.028	-0.5	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	-0.001	0	-0.001	0	-0.001	0	0.5	0.017	-0.0006	>avg
287	-41	0.33	0.23	0.3	-1.9	-13	-3	0.013	-4.5	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.02	-0.0008	>avg
151	-33	0.48	0.14	0.43	-0.9	-12	-10	-0.005	-0.6	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.001	<avg
30	-31	0.42	0.13	0.54	-0.3	-11	-10	-0.006	-0.2	0.02	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.02	0.02	0.02	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0009	<avg
-114	-32	0.25	0.06	0.67	0.3	-11	-11	-0.013	0.7	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.02	0	0	0	0	0	0	0	0	0	0	0	0	-0.002	0	0.6	0.02	-0.0006	>avg
-101	-34	0.11	0.05	0.62	0.5	-11	2	-0.012	-1.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	-0.001	0	0	0	-0.001	0	-0.001	0	-0.001	0	0	0	0.5	0.018	-0.0013	<avg
-65	-37	-0.16	0.04	0.6	0.7	-10	-5	-0.033	1.1	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0006	>avg
-97	-40	-0.56	-0.09	0.59	-0.4	-11	7	0.017	2.2	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0004	>avg
78	-40	-0.17	-0.06	0.42	-1.2	-12	11	0.025	0.6	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0005	>avg
279	-32	0.38	0.01	0.27	-0.9	-12	2	0.019	0.3	0.02	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0008	>avg
287	-22	0.59	0.27	0.34	0.3	-11	-16	-0.007	-3.4	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.001	<avg
148	-19	0.54	0.15	0.45	0.7	-10	-16	-0.008	0.9	0.021	0.021	0.021	0.021	0.021	0.02	0.02	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	-0.002	0	0	0	0	0	0	0	0.6	0.021	-0.0012	<avg
-212	-21	-0.02	0.16	0.78	1.6	-9	-15	-0.029	0.3	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.02	0.02	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	-0.002	0	-0.002	0	0	0	0	0	0.6	0.021	-0.0006	>avg
-298	-33	-0.43	-0.14	0.74	0.8	-10	13	0.007	2.6	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.017	0	0	0	0	0	0	0	0	0	0	0	0	-0.002	0	0.5	0.017	-0.0004	>avg
105	-36	-0.13	-0.08	0.37	0.2	-11	18	0.021	-1.1	0.017	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0007	>avg
355	-28	0.24	0.29	0.24	0.3	-11	-5	0.006	-4.7	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.021	-0.001	<avg
-172	-26	-0.27	0.09	0.7	0.6	-10	-6	-0.012	-0.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0008	>avg
-226	-34	-0.42	0.01	0.71	-0.4	-11	5	0.004	0.2	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0005	>avg
-104	-44	0.07	0.03	0.62	-1.3	-12	2	0.018	0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0008	>avg
-121	-48	0.34	0.11	0.68	-0.6	-11	-11	-0.001	0.4	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.019	0.019	0.02	0.02	0.02	0	0	0	0	0	0	0	0	-0.003	0	-0.002	0	0	0	0.6	0.02	-0.0009	<avg
29	-52	-0.26	0.03	0.5	0.2	-11	2	-0.01	0	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
53	-51	-0.36	0.02	0.47	-0.4	-11	2	-0.004	0.1	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.018	0	0	0	0	0	0	0	0	-0.001	0	-0.001	0	0.001	0	0.5	0.018	-0.0005	>avg
26	-49	-0.19	0.12	0.53	-1	-12	-6	0.018	-1.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0004	>avg
-66	-51	0.33	0.08	0.6	-0.8	-12	-3	0.021	-0.3	0.018	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0007	>avg
-103	-53	0.61	0.14	0.63	0.2	-11	-2	0.001	-1.3	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.02	0	0	0	0	0	0	0	0	0	0	0	0	-0.002	0	0.5	0.02	-0.001	<avg
-121	-54	0.6	0.05	0.65	0.4	-11	-6	-0.003	0.2	0.02	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.019	-0.0009	<avg
-128	-54	0.6	0.03	0.65	0.5	-10	-4	-0.003	1	0.018	0.02	0.02	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0012	<avg
-161	-58	0.45	0	0.68	1.4	-10	-3	-0.022	1.2	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0013	<avg
-162	-60	0.28	0.07	0.68	1.6	-9	-2	-0.029	-0.7	0.018	0.018	0.018	0.018	0.018	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	-0.002	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0014	<avg
-171	-61	0.15	0.07	0.69	1.7	-9	-4	-0.033	-0.4	0.017	0.017	0.017	0.018	0.018	0.018	0.018	0.018	0.018	0.019	0.019	0.019	0.019	0.019	0	0	-0.002	0	0	0	0	0	-0.002	0	0	0	0	0	0.5	0.019	-0.0013	<avg
-186	-64	-0.19	-0.03	0.68	1.7	-9	3	-0.036	1.2	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.017	0.017	0.017	0.017	0.018	0	0	0	0	0	0	0	0	-0.002	0	0	0	-0.002	0	0.5	0.018	-0.0005	>avg
415	-56	-0.18	-0.06	0.12	-0.6	-11	8	0.019	0.8	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0004	>avg
597	-37	0.28	0.12	-0.03	-0.5	-11	4	0.024	-1.8	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0008	>avg
556	-22	0.58	0.22	0.05	0.4	-11	-4	0.001	-1.5	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.021	-0.001	<avg
356	-12	0.46	0.17	0.26	1	-10	-17	-0.011	0.9	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.6	0.021	-0.0006	>avg
144	-8	0.29	0.28	0.51	1.4	-10	-30	-0.019	-0.7	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.022	0.022	0.023	0.023	0.023	0.023	0.023	0	0	0	0	-0.001	0	0.001	0	-0.001	0	0	0	0	0	0.6	0.023	-0.001	<avg
-65	-7	0.21	0.28	0.68	1.5	-9	-24	0.002	0.4	0.023	0.024	0.024	0.024	0.024	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	-0.002	0	0	0	0.001	0	0	0	0	0	0	0	-0.001	0	0.6	0.023	-0.0012	<avg
-455	-13	0.13	0.27	1.06	1.8	-9	-34	-0.02	-0.5	0.019	0.019	0.019	0.02	0.02	0.02	0.02	0.02	0.02	0.021	0.021	0.021	0.021	0.023	0	0	-0.002	0	0	0	0	0	-0.002	0	0	0	-0.003	0	0.7	0.023	-0.0011	<avg
-619	-33	-0.39	-0.07	1.06	1.6	-9	6	-0.021	1.8	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.001	<avg
-542	-46	-0.64	-0.02	1	0.8	-10	5	-0.016	0.3	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.018	-0.001	0	0	0	0	0	0	0	0	0	0	0	-0.004	0	0.5	0.018	-0.0004	>avg
244	-56	-0.2	-0.16	0.22	-1.4	-12	23	0.028	0.2	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.016	0.016	0.015	0.015	0.015	0	0	0	0	0	0	0	0	0.001	0	0.001	0	0	0	0.4	0.015	-0.0006	>avg
342	-29	0.44	0.11	0.24	-0.5	-11	-8	0.008	0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0008	>avg
58	-17	0.37	0.13	0.51	1.2	-10	-11	-0.01	-0.2	0.017	0.019	0.019	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	-0.003	0	-0.002	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0007	>avg
-49	-17	0.28	0.13	0.61	1.5	-10	-12	-0.011	0	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.017	0.017	0.019	0.019	0.02	0	0	0	0	0	0	0	0	-0.002	0	-0.003	0	-0.002	0	0.6	0.02	-0.0009	<avg
396	1	-0.26	0.04	0.17	1.7	-9	-2	-0.011	-0.5	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.001	<avg
400	8	-0.35	0.03	0.16	1.4	-10	1	-0.01	-0.3	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.5	0.018	-0.0007	>avg
309	20	-0.47	0.13	0.28	0.5	-10	-9	0.007	-0.4	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0005	>avg
79	31	-0.06	0.1	0.48	-0.5	-11	-6	0.016	0.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.02	-0.0008	>avg
-77	31	0.17	0.15	0.64	-0.3	-11	-12	-0.005	-0.5	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0009	<avg
-272	25	0.07	-0.07	0.77	0.1	-11	-5	-0.007	3.3	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0008	>avg
-307	5	-0.12	0.14	0.84	-0.3	-11	-11	-0.004	-0.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0009	<avg
-485	-9	-0.18	0.06	0.98	-0.5	-11	-5	-0.005	1.3	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0005	>avg
-486	-30	-0.07	-0.02	0.93	-1	-12	11	0.018	-0.3	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0004	>avg
-335	-42	0.26	-0.22	0.77	-0.8	-12	13	0.021	2.4	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.015	-0.0009	<avg
33	-47	0.54	0.1	0.45	0.1	-11	15	-0.004	-2.8	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.001	<avg
53	-46	0.4	0.03	0.47	0.7	-10	3	-0.011	0	0.018	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.02	0.02	0.018	-0.004	0	0	0	0	0	0	0	0	0	0.001	0	0.001	0	0.5	0.018	-0.0009	<avg
-88	-45	0.14	-0.11	0.63	1.1	-10	-12	-0.018	2.7	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.018	0	0	0	0	0	0	0	0	0	0	0	0	-0.003	0	0.6	0.018	-0.001	<avg
385	-38	-0.26	0.07	0.16	1	-10	7	-0.016	-3	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0009	<avg
392	-37	-0.29	0.04	0.16	0.9	-10	3	-0.015	-1.8	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.001	<avg
412	-33	-0.37	-0.04	0.13	0.7	-10	5	-0.014	0.9	0.02	0.02	0.02	0.02	0.02	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0.001	0	0.001	0	0	0	0	0	0	0	0.5	0.018	-0.0008	>avg
459	-27	-0.46	0.06	0.09	0.4	-11	5	-0.009	-0.8	0.02	0.02	0.02	0.019	0.019	0.019	0.019	0.02	0.02	0.02	0.02	0.02	0.02	0.018	0	0	0.001	0	-0.001	0	-0.001	0	0	0	0	0	0.001	0	0.5	0.018	-0.0007	>avg
305	-11	-0.42	0.12	0.28	-0.8	-12	-9	0.008	0.4	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0005	>avg
-18	-2	0.11	0.16	0.58	-1.5	-12	-12	0.02	-0.2	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.018	0.018	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	-0.002	0	-0.003	0	0	0	0	0	0.6	0.021	-0.0007	>avg
